id_hotel,name_hotel,Restaurant_place,Restaurant_time
h91710,Restgate Hotel,Boishakhi Restaurant,6
h91710,Restgate Hotel,Beija Flor,2
h18311,The Hilton Club - New York,The Halal Guys,1
h18311,The Hilton Club - New York,Fogo de Chão,2
h18311,The Hilton Club - New York,"""Herb N Kitchen""",2
h18311,The Hilton Club - New York,Nusr-Et Steakhouse,1
h18311,The Hilton Club - New York,Whiskey Trader,2
h68333,Four Points by Sheraton Flushing,Crown One,3
h68333,Four Points by Sheraton Flushing,Kennedy Fried Chicken,3
h68333,Four Points by Sheraton Flushing,Carom Cafe Billiards,4
h68333,Four Points by Sheraton Flushing,Moon Cafe,4
h68333,Four Points by Sheraton Flushing,Private Kitchen,4
h36299,"The Langham, New York, Fifth Avenue",Reichenbach Hall,1
h36299,"The Langham, New York, Fifth Avenue",Starbucks,2
h36299,"The Langham, New York, Fifth Avenue",Yoon Haeundae Galbi,1
h36299,"The Langham, New York, Fifth Avenue",Clinton Hall,2
h36299,"The Langham, New York, Fifth Avenue",Magazine Cafe,2
h97596,Baccarat Hotel and Residences New York,Fogo de Chão,1
h97596,Baccarat Hotel and Residences New York,Nusr-Et Steakhouse,2
h97596,Baccarat Hotel and Residences New York,Grand Salon,1
h97596,Baccarat Hotel and Residences New York,The Bar Room at The Modern,1
h97596,Baccarat Hotel and Residences New York,Dos Toros Taqueria,2
h22015,The Gardens Sonesta ES Suites New York,Starbucks,3
h22015,The Gardens Sonesta ES Suites New York,Starbucks,3
h22015,The Gardens Sonesta ES Suites New York,Mediterraneo Restaurant,4
h22015,The Gardens Sonesta ES Suites New York,Veritable,2
h22015,The Gardens Sonesta ES Suites New York,"""Serenas Wine Bar-Cafe""",4
h35782,TownePlace Suites by Marriott New York Long Island City/Manhattan View,Exquisito,9
h35782,TownePlace Suites by Marriott New York Long Island City/Manhattan View,The Buffs,5
h35782,TownePlace Suites by Marriott New York Long Island City/Manhattan View,Dunkin Donut,5
h35782,TownePlace Suites by Marriott New York Long Island City/Manhattan View,Carla,9
h35782,TownePlace Suites by Marriott New York Long Island City/Manhattan View,Friendly Restaurant,3
h36810,ModernHaus SoHo,Club Room at Soho Grand Hotel,2
h36810,ModernHaus SoHo,Veranda,1
h36810,ModernHaus SoHo,BINY Karaoke Bar and Lounge,2
h36810,ModernHaus SoHo,SoHo Cigar Bar,2
h36810,ModernHaus SoHo,"""Lupes East LA Kitchen""",1
h28044,The Plaza Hotel,"""Sarabeths""",2
h28044,The Plaza Hotel,The Palm Court,1
h28044,The Plaza Hotel,The Oak Room at The Plaza Hotel,1
h28044,The Plaza Hotel,Harry Cipriani,2
h28044,The Plaza Hotel,The Grand Ballroom at The Plaza Hotel,1
h15438,Four Seasons Hotel New York Downtown,Stage Door Delicatessen,1
h15438,Four Seasons Hotel New York Downtown,Wf Beer Garden,2
h15438,Four Seasons Hotel New York Downtown,Starbucks,3
h15438,Four Seasons Hotel New York Downtown,Starbucks,2
h15438,Four Seasons Hotel New York Downtown,Wolfgang Puck,1
h68983,Vybe Hotel,Last Stop Bar & Grill,1
h68983,Vybe Hotel,"""McDonalds""",3
h68983,Vybe Hotel,"""Big Daddys Caribbean Taste""",6
h68983,Vybe Hotel,Peppinos Pizza,2
h68983,Vybe Hotel,Cooler Runnings Jamaican Restaurant,8
h55444,The Wall Street Hotel,Westville Wall Street,1
h55444,The Wall Street Hotel,"""Vanessas Dumpling House""",2
h55444,The Wall Street Hotel,Sweetgreen,1
h55444,The Wall Street Hotel,Starbucks,1
h55444,The Wall Street Hotel,Killarney Rose,2
h38787,Aloft Harlem,Starbucks,2
h38787,Aloft Harlem,Popeyes Louisiana Kitchen,3
h38787,Aloft Harlem,"""McDonalds""",3
h38787,Aloft Harlem,"""Mannas Soul Food & Salad Bar""",3
h38787,Aloft Harlem,White Castle,4
h22059,Courtyard by Marriott New York City Manhattan Fifth Avenue,Panera Bread,1
h22059,Courtyard by Marriott New York City Manhattan Fifth Avenue,Sunrise Mart,2
h22059,Courtyard by Marriott New York City Manhattan Fifth Avenue,Cava,1
h22059,Courtyard by Marriott New York City Manhattan Fifth Avenue,Mad Dog & Beans Mexican Cantina,3
h22059,Courtyard by Marriott New York City Manhattan Fifth Avenue,"""Mulligans Pub""",2
h11074,The Solita Soho Hotel,Gelso & Grand,2
h11074,The Solita Soho Hotel,Maman,1
h11074,The Solita Soho Hotel,The Tyger,2
h11074,The Solita Soho Hotel,Butler,1
h11074,The Solita Soho Hotel,The Blond,2
h26921,Collective Governors Island,Margarita BarWhitehall Terminal,48
h26921,Collective Governors Island,"""Wendys""",36
h26921,Collective Governors Island,Pizza Plus,42
h26921,Collective Governors Island,Red Hook Tavern,24
h26921,Collective Governors Island,Strong Rope Brewery,30
h38441,Ramada by Wyndham Staten Island,"""McDonalds""",19
h38441,Ramada by Wyndham Staten Island,Bagels & Buns,4
h38441,Ramada by Wyndham Staten Island,Tim Hortons,19
h38441,Ramada by Wyndham Staten Island,Tropical Smoothie Cafe,19
h38441,Ramada by Wyndham Staten Island,Unicorn Diner,16
h12092,Comfort Inn & Suites LaGuardia Airport,"""McDonalds""",6
h12092,Comfort Inn & Suites LaGuardia Airport,Youngs Deli & Pizza,12
h12092,Comfort Inn & Suites LaGuardia Airport,"""Rosas Pizza""",14
h12092,Comfort Inn & Suites LaGuardia Airport,"""ONeills Restaurant""",7
h12092,Comfort Inn & Suites LaGuardia Airport,Valente Fine Bakery,12
h14840,LIC Hotel,Pantry Market Eatery,8
h14840,LIC Hotel,Court Square Diner,6
h14840,LIC Hotel,Ramen Spot,6
h14840,LIC Hotel,Iconyc Brewery & Biergarten,2
h14840,LIC Hotel,From Kora,5
h86822,NobleDEN Hotel,Gelso & Grand,1
h86822,NobleDEN Hotel,Ferrara Bakery,6
h86822,NobleDEN Hotel,Caffe Palermo,1
h86822,NobleDEN Hotel,Nyonya,1
h86822,NobleDEN Hotel,Golden Steamer,1
h13126,Courtyard by Marriott New York Manhattan/Upper East Side,Chez Nick,3
h13126,Courtyard by Marriott New York Manhattan/Upper East Side,Starbucks,3
h13126,Courtyard by Marriott New York Manhattan/Upper East Side,The Drunken Munkey,2
h13126,Courtyard by Marriott New York Manhattan/Upper East Side,The Milton NYC,4
h13126,Courtyard by Marriott New York Manhattan/Upper East Side,"""Reifs Tavern""",3
h92723,Residence Inn Marriott New York Downtown Manhattan/WTC Area,The Malt House FiDi,1
h92723,Residence Inn Marriott New York Downtown Manhattan/WTC Area,La Parisienne,1
h92723,Residence Inn Marriott New York Downtown Manhattan/WTC Area,Bento Sushi,1
h92723,Residence Inn Marriott New York Downtown Manhattan/WTC Area,"""Xian Famous Foods""",2
h92723,Residence Inn Marriott New York Downtown Manhattan/WTC Area,"""Stickys Finger Joint""",2
h12211,Hilton New York JFK Airport,"""Wendys""",15
h12211,Hilton New York JFK Airport,Burger King,17
h12211,Hilton New York JFK Airport,Popeyes Louisiana Kitchen,10
h12211,Hilton New York JFK Airport,Hilton Bar,3
h12211,Hilton New York JFK Airport,Compass Coffee,9
h76509,Park Hyatt New York,Carnegie Diner,2
h76509,Park Hyatt New York,One57,1
h76509,Park Hyatt New York,Brooklyn Diner,2
h76509,Park Hyatt New York,Souvlaki GR,2
h76509,Park Hyatt New York,Burger Joint,2
h16010,The Bowery Hotel,Phebes Tavern,1
h16010,The Bowery Hotel,Short Stories,1
h16010,The Bowery Hotel,The Bowery Market,1
h16010,The Bowery Hotel,Fish Cheeks,1
h16010,The Bowery Hotel,Bar Primi,1
h11858,The Mercer,Angelika Film Center,2
h11858,The Mercer,Felix Roasting Co.,2
h11858,The Mercer,Lure Fishbar,1
h11858,The Mercer,Fanelli Cafe,1
h11858,The Mercer,Boba Guys,2
h65183,The Broome Nyc,Balthazar,2
h65183,The Broome Nyc,Maman,3
h65183,The Broome Nyc,Starbucks,2
h65183,The Broome Nyc,Butler,2
h65183,The Broome Nyc,Café Select,2
h15040,Heritage Hotel,Maman,1
h15040,Heritage Hotel,Cafe El Presidente,4
h15040,Heritage Hotel,Vin sur Vingt Nomad,2
h15040,Heritage Hotel,40/40 Club,1
h15040,Heritage Hotel,Hill Country Barbecue Market,3
h91634,"Mandarin Oriental, New York",Momofuku Noodle Bar (Momofuku Noodle Bar/ Bāng Bar),2
h91634,"Mandarin Oriental, New York",Nougatine at Jean-Georges,2
h91634,"Mandarin Oriental, New York",Starbucks,3
h91634,"Mandarin Oriental, New York",Bluebird London NYC,2
h91634,"Mandarin Oriental, New York",Starbucks,3
h30468,"Hotel Indigo Flushing, an IHG Hotel",99 Favor Taste,3
h30468,"Hotel Indigo Flushing, an IHG Hotel",Congee Village,2
h30468,"Hotel Indigo Flushing, an IHG Hotel",Kennedy Fried Chicken,2
h30468,"Hotel Indigo Flushing, an IHG Hotel",Prince Tea House,1
h30468,"Hotel Indigo Flushing, an IHG Hotel",The Dolar Shop,2
h13400,Four Points By Sheraton New York Downtown,Starbucks,2
h13400,Four Points By Sheraton New York Downtown,Mezcali,2
h13400,Four Points By Sheraton New York Downtown,"""Harrys Italian Pizza Bar""",2
h13400,Four Points By Sheraton New York Downtown,Country Cafe,2
h13400,Four Points By Sheraton New York Downtown,Blue Spoon Coffee Company,2
h74224,Hotel Beacon,"""Playa Bettys""",2
h74224,Hotel Beacon,Starbucks,2
h74224,Hotel Beacon,Miriam,1
h74224,Hotel Beacon,Blue Bottle Coffee,2
h74224,Hotel Beacon,Sala Thai Restaurant,2
h70098,Pestana CR7 Times Square,"""Scallywags""",1
h70098,Pestana CR7 Times Square,Mercato,1
h70098,Pestana CR7 Times Square,Taqueria Diana,1
h70098,Pestana CR7 Times Square,Holland Bar,1
h70098,Pestana CR7 Times Square,Cutlets Sandwich Co.,3
h16044,Casamia 36 Hotel,Finn’s Bagels,1
h16044,Casamia 36 Hotel,"""Friedmans""",1
h16044,Casamia 36 Hotel,Vitos Slices And Ices,3
h16044,Casamia 36 Hotel,Starbucks,4
h16044,Casamia 36 Hotel,Legacy Records,4
h06365,The St. Regis New York,Le Pavillon,1
h06365,The St. Regis New York,Papillon,3
h06365,The St. Regis New York,"""Michaels Restaurant""",1
h06365,The St. Regis New York,Red Peony,3
h06365,The St. Regis New York,Astor Court,1
h19712,The Mark,Sant Ambroeus,1
h19712,The Mark,Bemelmans Bar,1
h19712,The Mark,Pick A Bagel,4
h19712,The Mark,Handcraft Coffee,4
h19712,The Mark,The Kerbs Boathouse,6
h33233,"The L Hotel, Ascend Hotel Collection",Japan Village,5
h33233,"The L Hotel, Ascend Hotel Collection",KFC,5
h33233,"The L Hotel, Ascend Hotel Collection",Bagel Pub,5
h33233,"The L Hotel, Ascend Hotel Collection",Maglia Rosa NYC,4
h33233,"The L Hotel, Ascend Hotel Collection",Gravesend Pizza,3
h38871,"Vista LIC Hotel, BW Premier Collection",Dunkin Donut,6
h38871,"Vista LIC Hotel, BW Premier Collection",John Brown Smokehouse,6
h38871,"Vista LIC Hotel, BW Premier Collection",Carla,6
h38871,"Vista LIC Hotel, BW Premier Collection",Beija Flor,4
h38871,"Vista LIC Hotel, BW Premier Collection",The Halal Guys,7
h41952,The Towers at Lotte New York Palace,Duke Eatery,3
h41952,The Towers at Lotte New York Palace,Blue Bottle Coffee,3
h41952,The Towers at Lotte New York Palace,Toasties,1
h41952,The Towers at Lotte New York Palace,Chipotle Mexican Grill,3
h41952,The Towers at Lotte New York Palace,Starbucks,2
