id_hotel,name_hotel,Location_place,Location_time
h15129,"Martinique New York on Broadway, Curio Collection by Hilton",Empire State Building,3
h15129,"Martinique New York on Broadway, Curio Collection by Hilton",Madison Square Garden,9
h15129,"Martinique New York on Broadway, Curio Collection by Hilton",Bryant Park,10
h15129,"Martinique New York on Broadway, Curio Collection by Hilton",Broadway,11
h15129,"Martinique New York on Broadway, Curio Collection by Hilton",Times Square,13
h11668,Renaissance New York Midtown Hotel,Madison Square Garden,4
h11668,Renaissance New York Midtown Hotel,Empire State Building,6
h11668,Renaissance New York Midtown Hotel,Times Square,9
h11668,Renaissance New York Midtown Hotel,Broadway,9
h11668,Renaissance New York Midtown Hotel,Bryant Park,10
h36712,Doubletree by Hilton New York Times Square South,Madison Square Garden,4
h36712,Doubletree by Hilton New York Times Square South,Times Square,8
h36712,Doubletree by Hilton New York Times Square South,Empire State Building,10
h36712,Doubletree by Hilton New York Times Square South,Broadway,10
h36712,Doubletree by Hilton New York Times Square South,Bryant Park,12
h17117,"PUBLIC, an Ian Schrager hotel",Washington Square Park,14
h17117,"PUBLIC, an Ian Schrager hotel",Wall Street,24
h17117,"PUBLIC, an Ian Schrager hotel",Brooklyn Bridge,30
h17117,"PUBLIC, an Ian Schrager hotel",National September 11 Memorial,36
h17117,"PUBLIC, an Ian Schrager hotel",One World Trade Center,36
h17924,Moxy NYC Times Square,Empire State Building,6
h17924,Moxy NYC Times Square,Broadway,7
h17924,Moxy NYC Times Square,Madison Square Garden,7
h17924,Moxy NYC Times Square,Times Square,7
h17924,Moxy NYC Times Square,Bryant Park,8
h59504,"Club Quarters Hotel, Grand Central",Grand Central Terminal,8
h59504,"Club Quarters Hotel, Grand Central",Bryant Park,11
h59504,"Club Quarters Hotel, Grand Central",Broadway,15
h59504,"Club Quarters Hotel, Grand Central",Times Square,17
h59504,"Club Quarters Hotel, Grand Central",Empire State Building,19
h55092,"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",Manhattan Cruise Terminal,12
h55092,"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",Times Square,16
h55092,"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",Broadway,17
h55092,"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",Rockefeller Center,17
h55092,"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",Museum of Modern Art,18
h11718,Hilton Garden Inn New York Times Square North,Rockefeller Center,5
h11718,Hilton Garden Inn New York Times Square North,Bryant Park,6
h11718,Hilton Garden Inn New York Times Square North,Broadway,8
h11718,Hilton Garden Inn New York Times Square North,Times Square,10
h11718,Hilton Garden Inn New York Times Square North,Empire State Building,15
h17939,The James New York - NoMad,Museum of Sex,3
h17939,The James New York - NoMad,Empire State Building,9
h17939,The James New York - NoMad,"""Macys""",10
h17939,The James New York - NoMad,Broadway,18
h17939,The James New York - NoMad,Times Square,19
h79466,Hilton Garden Inn New York/Midtown Park Ave,Empire State Building,6
h79466,Hilton Garden Inn New York/Midtown Park Ave,Grand Central Terminal,10
h79466,Hilton Garden Inn New York/Midtown Park Ave,Bryant Park,14
h79466,Hilton Garden Inn New York/Midtown Park Ave,Broadway,17
h79466,Hilton Garden Inn New York/Midtown Park Ave,Times Square,18
h19681,Pod Times Square,Times Square,6
h19681,Pod Times Square,Broadway,8
h19681,Pod Times Square,Bryant Park,10
h19681,Pod Times Square,Madison Square Garden,13
h19681,Pod Times Square,Empire State Building,17
h23668,Hilton Garden Inn New York/West 35th Street,Empire State Building,3
h23668,Hilton Garden Inn New York/West 35th Street,Bryant Park,7
h23668,Hilton Garden Inn New York/West 35th Street,Broadway,9
h23668,Hilton Garden Inn New York/West 35th Street,Madison Square Garden,9
h23668,Hilton Garden Inn New York/West 35th Street,Times Square,10
h62560,Hotel Boutique at Grand Central,Grand Central Terminal,8
h62560,Hotel Boutique at Grand Central,Bryant Park,11
h62560,Hotel Boutique at Grand Central,Broadway,15
h62560,Hotel Boutique at Grand Central,Times Square,17
h62560,Hotel Boutique at Grand Central,Empire State Building,19
h37361,Sheraton Tribeca New York Hotel,Washington Square Park,16
h37361,Sheraton Tribeca New York Hotel,One World Trade Center,16
h37361,Sheraton Tribeca New York Hotel,National September 11 Memorial,19
h37361,Sheraton Tribeca New York Hotel,Wall Street,18
h37361,Sheraton Tribeca New York Hotel,Brooklyn Bridge,24
h39286,"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",Rockefeller Center,3
h39286,"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",Museum of Modern Art,6
h39286,"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",Broadway,13
h39286,"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",Times Square,15
h39286,"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",5th Avenue,19
h10961,Hampton Inn Manhattan/Times Square Central,Times Square,3
h10961,Hampton Inn Manhattan/Times Square Central,Broadway,4
h10961,Hampton Inn Manhattan/Times Square Central,Madame Tussauds Wax Museum,4
h10961,Hampton Inn Manhattan/Times Square Central,Bryant Park,5
h10961,Hampton Inn Manhattan/Times Square Central,Empire State Building,11
h87406,Virgin Hotels New York City,Empire State Building,5
h87406,Virgin Hotels New York City,Madison Square Garden,10
h87406,Virgin Hotels New York City,Bryant Park,12
h87406,Virgin Hotels New York City,Broadway,14
h87406,Virgin Hotels New York City,Times Square,15
h17432,Hilton Garden Inn New York Times Square South,Madison Square Garden,6
h17432,Hilton Garden Inn New York Times Square South,Times Square,9
h17432,Hilton Garden Inn New York Times Square South,Jacob K. Javits Convention Center,10
h17432,Hilton Garden Inn New York Times Square South,Broadway,11
h17432,Hilton Garden Inn New York Times Square South,Empire State Building,11
h16233,Hilton Garden Inn New York/Manhattan-Chelsea,Empire State Building,8
h16233,Hilton Garden Inn New York/Manhattan-Chelsea,Madison Square Garden,10
h16233,Hilton Garden Inn New York/Manhattan-Chelsea,Bryant Park,15
h16233,Hilton Garden Inn New York/Manhattan-Chelsea,Broadway,16
h16233,Hilton Garden Inn New York/Manhattan-Chelsea,Times Square,17
h48669,Arlo Midtown,Madison Square Garden,8
h48669,Arlo Midtown,Times Square,9
h48669,Arlo Midtown,Broadway,11
h48669,Arlo Midtown,Bryant Park,12
h48669,Arlo Midtown,Empire State Building,13
h18645,Four Points by Sheraton Manhattan SoHo Village,Washington Square Park,10
h18645,Four Points by Sheraton Manhattan SoHo Village,National September 11 Memorial,24
h18645,Four Points by Sheraton Manhattan SoHo Village,One World Trade Center,24
h18645,Four Points by Sheraton Manhattan SoHo Village,Wall Street,30
h18645,Four Points by Sheraton Manhattan SoHo Village,Brooklyn Bridge,30
h24245,Paramount Times Square,Broadway,6
h24245,Paramount Times Square,Times Square,7
h24245,Paramount Times Square,Bryant Park,9
h24245,Paramount Times Square,Rockefeller Center,9
h24245,Paramount Times Square,Empire State Building,16
h53399,"Club Quarters, Times Square - Midtown",Bryant Park,5
h53399,"Club Quarters, Times Square - Midtown",Rockefeller Center,7
h53399,"Club Quarters, Times Square - Midtown",Broadway,7
h53399,"Club Quarters, Times Square - Midtown",Times Square,9
h53399,"Club Quarters, Times Square - Midtown",Empire State Building,14
h38772,Element New York Times Square West,Times Square,6
h38772,Element New York Times Square West,Madison Square Garden,7
h38772,Element New York Times Square West,Broadway,8
h38772,Element New York Times Square West,Bryant Park,10
h38772,Element New York Times Square West,Empire State Building,12
h12521,Arlo NoMad,Madison Square Park,6
h12521,Arlo NoMad,Empire State Building,6
h12521,Arlo NoMad,"""Macys""",8
h12521,Arlo NoMad,Broadway,16
h12521,Arlo NoMad,Times Square,17
h30674,Fairfield Inn & Suites New York Manhattan/Times Square South,Madison Square Garden,5
h30674,Fairfield Inn & Suites New York Manhattan/Times Square South,Times Square,10
h30674,Fairfield Inn & Suites New York Manhattan/Times Square South,Jacob K. Javits Convention Center,10
h30674,Fairfield Inn & Suites New York Manhattan/Times Square South,Empire State Building,11
h30674,Fairfield Inn & Suites New York Manhattan/Times Square South,Broadway,12
h23677,Hyatt Grand Central New York,Grand Central Terminal,6
h23677,Hyatt Grand Central New York,Bryant Park,8
h23677,Hyatt Grand Central New York,Broadway,12
h23677,Hyatt Grand Central New York,Times Square,13
h23677,Hyatt Grand Central New York,Empire State Building,15
h68272,Pendry Manhattan West,Madison Square Garden,6
h68272,Pendry Manhattan West,Empire State Building,14
h68272,Pendry Manhattan West,Times Square,16
h68272,Pendry Manhattan West,Broadway,18
h68272,Pendry Manhattan West,Bryant Park,18
h17793,Mondrian Park Avenue,Empire State Building,10
h17793,Mondrian Park Avenue,Grand Central Terminal,12
h17793,Mondrian Park Avenue,Bryant Park,17
h17793,Mondrian Park Avenue,Broadway,19
h17793,Mondrian Park Avenue,Times Square,18
h30162,"Club Quarters Hotel, World Trade Center",National September 11 Memorial,4
h30162,"Club Quarters Hotel, World Trade Center",Wall Street,5
h30162,"Club Quarters Hotel, World Trade Center",One World Trade Center,6
h30162,"Club Quarters Hotel, World Trade Center",Battery Park,12
h30162,"Club Quarters Hotel, World Trade Center",Brooklyn Bridge,24
h36942,Courtyard by Marriott New York Downtown Manhattan/Financial District,Wall Street,3
h36942,Courtyard by Marriott New York Downtown Manhattan/Financial District,National September 11 Memorial,12
h36942,Courtyard by Marriott New York Downtown Manhattan/Financial District,Battery Park,13
h36942,Courtyard by Marriott New York Downtown Manhattan/Financial District,One World Trade Center,13
h36942,Courtyard by Marriott New York Downtown Manhattan/Financial District,Brooklyn Bridge,15
h37842,Hyatt Place New York City/Times Square,Madison Square Garden,8
h37842,Hyatt Place New York City/Times Square,Times Square,9
h37842,Hyatt Place New York City/Times Square,Broadway,11
h37842,Hyatt Place New York City/Times Square,Bryant Park,12
h37842,Hyatt Place New York City/Times Square,Empire State Building,13
h35234,Wingate by Wyndham New York Midtown South/5th Ave,Empire State Building,7
h35234,Wingate by Wyndham New York Midtown South/5th Ave,Bryant Park,7
h35234,Wingate by Wyndham New York Midtown South/5th Ave,Broadway,9
h35234,Wingate by Wyndham New York Midtown South/5th Ave,Grand Central Terminal,10
h35234,Wingate by Wyndham New York Midtown South/5th Ave,Times Square,11
h42333,Hilton New York Times Square,Madame Tussauds Wax Museum,1
h42333,Hilton New York Times Square,Times Square,1
h42333,Hilton New York Times Square,Broadway,2
h42333,Hilton New York Times Square,Bryant Park,4
h42333,Hilton New York Times Square,Empire State Building,11
h19987,Courtyard by Marriott New York World Trade Center Area,Wall Street,2
h19987,Courtyard by Marriott New York World Trade Center Area,National September 11 Memorial,6
h19987,Courtyard by Marriott New York World Trade Center Area,One World Trade Center,8
h19987,Courtyard by Marriott New York World Trade Center Area,Battery Park,10
h19987,Courtyard by Marriott New York World Trade Center Area,Brooklyn Bridge,20
h67637,Archer Hotel New York,Bryant Park,5
h67637,Archer Hotel New York,Empire State Building,6
h67637,Archer Hotel New York,Broadway,8
h67637,Archer Hotel New York,Times Square,9
h67637,Archer Hotel New York,Grand Central Terminal,11
h34488,Courtyard by Marriott New York Manhattan/Midtown West,Jacob K. Javits Convention Center,5
h34488,Courtyard by Marriott New York Manhattan/Midtown West,Madison Square Garden,8
h34488,Courtyard by Marriott New York Manhattan/Midtown West,Empire State Building,14
h34488,Courtyard by Marriott New York Manhattan/Midtown West,Times Square,16
h34488,Courtyard by Marriott New York Manhattan/Midtown West,Broadway,18
h20842,Ameritania Hotel at Times Square,Museum of Modern Art,7
h20842,Ameritania Hotel at Times Square,Broadway,12
h20842,Ameritania Hotel at Times Square,Rockefeller Center,12
h20842,Ameritania Hotel at Times Square,Times Square,13
h20842,Ameritania Hotel at Times Square,Central Park,18
h90868,The Flat NYC,5th Avenue,13
h90868,The Flat NYC,Empire State Building,13
h90868,The Flat NYC,Madison Square Garden,17
h90868,The Flat NYC,Bryant Park,19
h90868,The Flat NYC,Washington Square Park,19
h83569,citizenM New York Times Square,Broadway,8
h83569,citizenM New York Times Square,Rockefeller Center,9
h83569,citizenM New York Times Square,Museum of Modern Art,9
h83569,citizenM New York Times Square,Times Square,10
h83569,citizenM New York Times Square,Empire State Building,19
h10624,Arlo SoHo,New York University,13
h10624,Arlo SoHo,Washington Square Park,15
h10624,Arlo SoHo,One World Trade Center,18
h10624,Arlo SoHo,National September 11 Memorial,24
h10624,Arlo SoHo,Brooklyn Bridge,30
h83702,Fairfield Inn New York Manhattan/Financial District,Wall Street,3
h83702,Fairfield Inn New York Manhattan/Financial District,Battery Park,13
h83702,Fairfield Inn New York Manhattan/Financial District,Brooklyn Bridge,13
h83702,Fairfield Inn New York Manhattan/Financial District,National September 11 Memorial,13
h83702,Fairfield Inn New York Manhattan/Financial District,One World Trade Center,15
h25987,"Marriott Vacation Club Pulse, New York City",Empire State Building,6
h25987,"Marriott Vacation Club Pulse, New York City",Bryant Park,7
h25987,"Marriott Vacation Club Pulse, New York City",Broadway,9
h25987,"Marriott Vacation Club Pulse, New York City",Times Square,10
h25987,"Marriott Vacation Club Pulse, New York City",Grand Central Terminal,11
h24954,"Crowne Plaza Times Square Manhattan, an IHG Hotel",Walter Kerr Theatre,1
h24954,"Crowne Plaza Times Square Manhattan, an IHG Hotel",Ambassador Theatre,1
h24954,"Crowne Plaza Times Square Manhattan, an IHG Hotel",Broadway,6
h24954,"Crowne Plaza Times Square Manhattan, an IHG Hotel",Times Square,7
h24954,"Crowne Plaza Times Square Manhattan, an IHG Hotel",Empire State Building,16
h02896,New York LaGuardia Airport Marriott,Roosevelt Island,60
h02896,New York LaGuardia Airport Marriott,Mount Sinai Hospital,72
h02896,New York LaGuardia Airport Marriott,Memorial Sloan-Kettering Cancer Center,72
h02896,New York LaGuardia Airport Marriott,Central Park,72
h02896,New York LaGuardia Airport Marriott,Metropolitan Museum of Art,90
h60677,RIU Plaza Manhattan Times Square,Rockefeller Center,5
h60677,RIU Plaza Manhattan Times Square,Broadway,6
h60677,RIU Plaza Manhattan Times Square,Times Square,7
h60677,RIU Plaza Manhattan Times Square,Museum of Modern Art,9
h60677,RIU Plaza Manhattan Times Square,Empire State Building,16
h36289,La Quinta Inn & Suites by Wyndham Times Square South,Madison Square Garden,7
h36289,La Quinta Inn & Suites by Wyndham Times Square South,Times Square,8
h36289,La Quinta Inn & Suites by Wyndham Times Square South,Jacob K. Javits Convention Center,9
h36289,La Quinta Inn & Suites by Wyndham Times Square South,Broadway,10
h36289,La Quinta Inn & Suites by Wyndham Times Square South,Empire State Building,12
h11927,Fitzpatrick Grand Central,Grand Central Terminal,9
h11927,Fitzpatrick Grand Central,Bryant Park,10
h11927,Fitzpatrick Grand Central,Broadway,14
h11927,Fitzpatrick Grand Central,Times Square,16
h11927,Fitzpatrick Grand Central,Empire State Building,18
h26457,Hotel 32 32,Empire State Building,7
h26457,Hotel 32 32,Grand Central Terminal,12
h26457,Hotel 32 32,Bryant Park,15
h26457,Hotel 32 32,Broadway,17
h26457,Hotel 32 32,Times Square,18
h73530,Radio Hotel,New York Presbyterian Hospital,15
h73530,Radio Hotel,Columbia University,36
h73530,Radio Hotel,Mount Sinai Hospital,36
h73530,Radio Hotel,Bronx Zoo,42
h73530,Radio Hotel,Central Park,42
h41823,The Frederick Hotel,One World Trade Center,6
h41823,The Frederick Hotel,National September 11 Memorial,9
h41823,The Frederick Hotel,Wall Street,13
h41823,The Frederick Hotel,Brooklyn Bridge,18
h41823,The Frederick Hotel,Battery Park,48
h27283,The Shelburne Sonesta New York,Grand Central Terminal,7
h27283,The Shelburne Sonesta New York,Empire State Building,11
h27283,The Shelburne Sonesta New York,Bryant Park,13
h27283,The Shelburne Sonesta New York,Broadway,16
h27283,The Shelburne Sonesta New York,Times Square,17
h27924,Conrad New York Midtown,Museum of Modern Art,5
h27924,Conrad New York Midtown,Rockefeller Center,10
h27924,Conrad New York Midtown,Broadway,13
h27924,Conrad New York Midtown,Times Square,14
h27924,Conrad New York Midtown,Central Park,19
h41198,Soho Grand Hotel,Washington Square Park,15
h41198,Soho Grand Hotel,One World Trade Center,16
h41198,Soho Grand Hotel,National September 11 Memorial,19
h41198,Soho Grand Hotel,Wall Street,24
h41198,Soho Grand Hotel,Brooklyn Bridge,24
h54454,The Westin New York Grand Central,United Nations Headquarters,7
h54454,The Westin New York Grand Central,Grand Central Terminal,9
h54454,The Westin New York Grand Central,Broadway,15
h54454,The Westin New York Grand Central,Times Square,17
h54454,The Westin New York Grand Central,Empire State Building,18
h28041,Four Points by Sheraton Midtown-Times Square,Times Square,6
h28041,Four Points by Sheraton Midtown-Times Square,Broadway,8
h28041,Four Points by Sheraton Midtown-Times Square,Madison Square Garden,9
h28041,Four Points by Sheraton Midtown-Times Square,Bryant Park,10
h28041,Four Points by Sheraton Midtown-Times Square,Empire State Building,14
h31172,Hilton New York Fashion District,Madison Square Garden,11
h31172,Hilton New York Fashion District,Empire State Building,12
h31172,Hilton New York Fashion District,Broadway,17
h31172,Hilton New York Fashion District,Times Square,17
h31172,Hilton New York Fashion District,Bryant Park,18
h10948,Executive Hotel Le Soleil New York,"""Macys""",4
h10948,Executive Hotel Le Soleil New York,Empire State Building,5
h10948,Executive Hotel Le Soleil New York,Bryant Park,8
h10948,Executive Hotel Le Soleil New York,Broadway,9
h10948,Executive Hotel Le Soleil New York,Times Square,11
h20571,"InterContinental New York Barclay, an IHG Hotel",Grand Central Terminal,8
h20571,"InterContinental New York Barclay, an IHG Hotel",Broadway,17
h20571,"InterContinental New York Barclay, an IHG Hotel",Times Square,19
h20571,"InterContinental New York Barclay, an IHG Hotel",5th Avenue,19
h20571,"InterContinental New York Barclay, an IHG Hotel",Empire State Building,12
h39330,The Pearl New York,Broadway,8
h39330,The Pearl New York,Rockefeller Center,8
h39330,The Pearl New York,Times Square,9
h39330,The Pearl New York,Museum of Modern Art,11
h39330,The Pearl New York,Empire State Building,18
h15513,The Hotel Chelsea,Madison Square Garden,13
h15513,The Hotel Chelsea,Empire State Building,16
h15513,The Hotel Chelsea,5th Avenue,17
h15513,The Hotel Chelsea,Washington Square Park,20
h15513,The Hotel Chelsea,Bryant Park,18
h19768,New York Hilton Midtown,Museum of Modern Art,2
h19768,New York Hilton Midtown,Rockefeller Center,7
h19768,New York Hilton Midtown,Broadway,14
h19768,New York Hilton Midtown,Times Square,16
h19768,New York Hilton Midtown,5th Avenue,18
h41009,The New Yorker A Wyndham Hotel,Madison Square Garden,2
h41009,The New Yorker A Wyndham Hotel,Empire State Building,8
h41009,The New Yorker A Wyndham Hotel,Times Square,9
h41009,The New Yorker A Wyndham Hotel,Broadway,12
h41009,The New Yorker A Wyndham Hotel,Bryant Park,13
h06260,Hotel Edison Times Square,Broadway,6
h06260,Hotel Edison Times Square,Times Square,7
h06260,Hotel Edison Times Square,Rockefeller Center,8
h06260,Hotel Edison Times Square,Bryant Park,9
h06260,Hotel Edison Times Square,Empire State Building,16
h17171,Embassy Suites by Hilton New York Manhattan Times Square,Empire State Building,5
h17171,Embassy Suites by Hilton New York Manhattan Times Square,Bryant Park,6
h17171,Embassy Suites by Hilton New York Manhattan Times Square,New York Public Library,7
h17171,Embassy Suites by Hilton New York Manhattan Times Square,Broadway,8
h17171,Embassy Suites by Hilton New York Manhattan Times Square,Times Square,9
h30161,World Center Hotel,National September 11 Memorial,4
h30161,World Center Hotel,Wall Street,5
h30161,World Center Hotel,One World Trade Center,6
h30161,World Center Hotel,Battery Park,12
h30161,World Center Hotel,Brooklyn Bridge,24
h19835,AC Hotel by Marriott New York Times Square,Times Square,5
h19835,AC Hotel by Marriott New York Times Square,Broadway,5
h19835,AC Hotel by Marriott New York Times Square,Bryant Park,7
h19835,AC Hotel by Marriott New York Times Square,Madison Square Garden,8
h19835,AC Hotel by Marriott New York Times Square,Empire State Building,11
h66525,Margaritaville Resort Times Square,Times Square,3
h66525,Margaritaville Resort Times Square,Broadway,3
h66525,Margaritaville Resort Times Square,Bryant Park,5
h66525,Margaritaville Resort Times Square,Empire State Building,9
h66525,Margaritaville Resort Times Square,Madison Square Garden,10
h32759,"Kimpton Hotel Eventi, an IHG Hotel",Empire State Building,5
h32759,"Kimpton Hotel Eventi, an IHG Hotel",Madison Square Garden,10
h32759,"Kimpton Hotel Eventi, an IHG Hotel",Bryant Park,12
h32759,"Kimpton Hotel Eventi, an IHG Hotel",Broadway,13
h32759,"Kimpton Hotel Eventi, an IHG Hotel",Times Square,14
h83009,"Holiday Inn LIC LaGuardia West, an IHG Hotel",Roosevelt Island,9
h83009,"Holiday Inn LIC LaGuardia West, an IHG Hotel",Trump Tower,36
h83009,"Holiday Inn LIC LaGuardia West, an IHG Hotel",Memorial Sloan-Kettering Cancer Center,36
h83009,"Holiday Inn LIC LaGuardia West, an IHG Hotel",5th Avenue,42
h83009,"Holiday Inn LIC LaGuardia West, an IHG Hotel",MoMA PS1,54
h14677,"EVEN Midtown East Grand Central, an IHG Hotel",United Nations Headquarters,6
h14677,"EVEN Midtown East Grand Central, an IHG Hotel",Grand Central Terminal,11
h14677,"EVEN Midtown East Grand Central, an IHG Hotel",Broadway,17
h14677,"EVEN Midtown East Grand Central, an IHG Hotel",Times Square,18
h14677,"EVEN Midtown East Grand Central, an IHG Hotel",Empire State Building,18
h20875,Freehand New York,5th Avenue,17
h20875,Freehand New York,Empire State Building,18
h20875,Freehand New York,Washington Square Park,19
h20875,Freehand New York,Bryant Park,18
h20875,Freehand New York,Madison Square Garden,24
h82937,Moxy NYC Lower East Side,Washington Square Park,17
h82937,Moxy NYC Lower East Side,Wall Street,18
h82937,Moxy NYC Lower East Side,Brooklyn Bridge,24
h82937,Moxy NYC Lower East Side,National September 11 Memorial,30
h82937,Moxy NYC Lower East Side,One World Trade Center,30
h68301,Homewood Suites New York/Midtown Manhattan Times Square,Madison Square Garden,5
h68301,Homewood Suites New York/Midtown Manhattan Times Square,Times Square,8
h68301,Homewood Suites New York/Midtown Manhattan Times Square,Broadway,10
h68301,Homewood Suites New York/Midtown Manhattan Times Square,Empire State Building,11
h68301,Homewood Suites New York/Midtown Manhattan Times Square,Bryant Park,12
h15838,New York Marriott Marquis,Broadway,3
h15838,New York Marriott Marquis,Times Square,4
h15838,New York Marriott Marquis,Bryant Park,6
h15838,New York Marriott Marquis,Rockefeller Center,8
h15838,New York Marriott Marquis,Empire State Building,13
h74284,Hilton Garden Inn New York/Times Square Central,Bryant Park,1
h74284,Hilton Garden Inn New York/Times Square Central,Broadway,2
h74284,Hilton Garden Inn New York/Times Square Central,Times Square,3
h74284,Hilton Garden Inn New York/Times Square Central,Rockefeller Center,10
h74284,Hilton Garden Inn New York/Times Square Central,Empire State Building,10
h22247,citizenM New York Bowery,Washington Square Park,15
h22247,citizenM New York Bowery,Union Square Park,19
h22247,citizenM New York Bowery,Brooklyn Bridge,24
h22247,citizenM New York Bowery,National September 11 Memorial,30
h22247,citizenM New York Bowery,One World Trade Center,30
h60928,Courtyard New York Manhattan/Times Square West,Madison Square Garden,5
h60928,Courtyard New York Manhattan/Times Square West,Times Square,8
h60928,Courtyard New York Manhattan/Times Square West,Broadway,10
h60928,Courtyard New York Manhattan/Times Square West,Empire State Building,11
h60928,Courtyard New York Manhattan/Times Square West,Bryant Park,12
h77156,"Hotel Indigo NYC Financial District, an IHG Hotel",Wall Street,1
h77156,"Hotel Indigo NYC Financial District, an IHG Hotel",National September 11 Memorial,7
h77156,"Hotel Indigo NYC Financial District, an IHG Hotel",One World Trade Center,9
h77156,"Hotel Indigo NYC Financial District, an IHG Hotel",Battery Park,10
h77156,"Hotel Indigo NYC Financial District, an IHG Hotel",Brooklyn Bridge,19
h21707,"voco Times Square South, an IHG Hotel",Madison Square Garden,5
h21707,"voco Times Square South, an IHG Hotel",Herald Square,9
h21707,"voco Times Square South, an IHG Hotel",Times Square,10
h21707,"voco Times Square South, an IHG Hotel",Empire State Building,11
h21707,"voco Times Square South, an IHG Hotel",Broadway,12
h18113,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,Battery Park,5
h18113,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,New York Stock Exchange,6
h18113,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,Wall Street,7
h18113,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,Brooklyn Bridge,16
h18113,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,One World Trade Center,17
h78573,Penny Williamsburg,McCarren Park Pool,8
h78573,Penny Williamsburg,East River State Park,11
h78573,Penny Williamsburg,Brooklyn Brewery,12
h78573,Penny Williamsburg,Music Hall of Williamsburg,12
h78573,Penny Williamsburg,Baruch Playground,108
h10215,"EVEN Hotel Times Square South, an IHG Hotel",Madison Square Garden,4
h10215,"EVEN Hotel Times Square South, an IHG Hotel",Empire State Building,10
h10215,"EVEN Hotel Times Square South, an IHG Hotel",Times Square,10
h10215,"EVEN Hotel Times Square South, an IHG Hotel",Jacob K. Javits Convention Center,12
h10215,"EVEN Hotel Times Square South, an IHG Hotel",Broadway,12
h55110,Hampton Inn Manhattan Grand Central,Grand Central Terminal,11
h55110,Hampton Inn Manhattan Grand Central,Bryant Park,13
h55110,Hampton Inn Manhattan Grand Central,Broadway,17
h55110,Hampton Inn Manhattan Grand Central,Times Square,18
h55110,Hampton Inn Manhattan Grand Central,Empire State Building,18
h97363,Four Points by Sheraton Manhattan - Chelsea,Madison Square Garden,12
h97363,Four Points by Sheraton Manhattan - Chelsea,Empire State Building,13
h97363,Four Points by Sheraton Manhattan - Chelsea,Broadway,18
h97363,Four Points by Sheraton Manhattan - Chelsea,Times Square,18
h97363,Four Points by Sheraton Manhattan - Chelsea,Bryant Park,19
h55580,Refinery Hotel,Bryant Park,5
h55580,Refinery Hotel,Empire State Building,5
h55580,Refinery Hotel,Broadway,7
h55580,Refinery Hotel,Times Square,8
h55580,Refinery Hotel,Grand Central Terminal,11
h86861,6 Columbus Central Park Hotel,Time Warner Center,1
h86861,6 Columbus Central Park Hotel,Columbus Circle,2
h86861,6 Columbus Central Park Hotel,Central Park,14
h86861,6 Columbus Central Park Hotel,Broadway,17
h86861,6 Columbus Central Park Hotel,Times Square,18
h15215,Hyatt House New York/Chelsea,"""Macys""",7
h15215,Hyatt House New York/Chelsea,Empire State Building,7
h15215,Hyatt House New York/Chelsea,Madison Square Garden,11
h15215,Hyatt House New York/Chelsea,Broadway,15
h15215,Hyatt House New York/Chelsea,Times Square,16
h29051,"Staypineapple, An Artful Hotel, Midtown",Madison Square Garden,5
h29051,"Staypineapple, An Artful Hotel, Midtown",Times Square,10
h29051,"Staypineapple, An Artful Hotel, Midtown",Empire State Building,11
h29051,"Staypineapple, An Artful Hotel, Midtown",Broadway,12
h29051,"Staypineapple, An Artful Hotel, Midtown",Bryant Park,14
h91796,The Maritime Hotel,Washington Square Park,16
h91796,The Maritime Hotel,Madison Square Garden,19
h91796,The Maritime Hotel,Empire State Building,24
h91796,The Maritime Hotel,Times Square,24
h91796,The Maritime Hotel,Bryant Park,24
h21916,Hampton Inn Manhattan-35th St/Empire State Bldg,Empire State Building,3
h21916,Hampton Inn Manhattan-35th St/Empire State Bldg,Bryant Park,8
h21916,Hampton Inn Manhattan-35th St/Empire State Bldg,Broadway,9
h21916,Hampton Inn Manhattan-35th St/Empire State Bldg,Madison Square Garden,9
h21916,Hampton Inn Manhattan-35th St/Empire State Bldg,Times Square,10
h24426,Fairfield Inn by Marriott New York Manhattan/Times Square,Times Square,6
h24426,Fairfield Inn by Marriott New York Manhattan/Times Square,Broadway,8
h24426,Fairfield Inn by Marriott New York Manhattan/Times Square,Madison Square Garden,9
h24426,Fairfield Inn by Marriott New York Manhattan/Times Square,Bryant Park,10
h24426,Fairfield Inn by Marriott New York Manhattan/Times Square,Empire State Building,14
h65728,The Marlton Hotel,Washington Square Park,2
h65728,The Marlton Hotel,Empire State Building,30
h65728,The Marlton Hotel,Madison Square Garden,30
h65728,The Marlton Hotel,One World Trade Center,36
